구직신청번호,성별,나이,학력공통코드,학력공통코드명,희망근무지역(시도)_1,희망근무지역명(시군구)_1,희망근무지역명(시도)_2,희망근무지역명(시군구)_2,희망직종공통코드,희망직종공통코드명,희망직종경력년수,희망직종경력개월수,희망직종경력년_월수,구직인증상태공통구분,구직인증상태공통구분명,검색키워드1,검색키워드2,검색키워드3,검색키워드4,검색키워드5,등록일시,수정일시
H307202107070530,남,75,J00102,초등학교,서울,중랑구,서울,,901501,조경 식재원,3,0,3년0월,J03402,승인,,,,,,51:52.0,51:55.0
H324202107070529,남,60,J00102,초등학교,서울,송파구,경기,,541901,보안 관제원(경비 관제원),7,0,7년0월,J03404,알선,,,,,,51:42.0,51:46.0
H101202107070528,남,65,J00102,초등학교,서울,,서울,동대문구,831200,내선 전기공,44,9,44년9월,J03404,알선,,,,,,51:28.0,51:32.0
H317202107070494,남,63,J00106,고등학교,서울,구로구,서울,영등포구,15101,영업 관리자(영업소장?지점장),10,0,10년0월,J03402,승인,,,,,,49:37.0,49:40.0
H320202107070493,여,63,J00102,초등학교,서울,동작구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,45:17.0,45:20.0
H307202107070492,여,84,J00102,초등학교,서울,중랑구,서울,,561100,청소원,,,신입,J03402,승인,,,,,,44:59.0,45:03.0
H301202107070491,여,53,J00106,고등학교,서울,,,,307902,산후조리 종사원(산모 도우미),,,신입,J03402,승인,,,,,,44:53.0,44:58.0
H324202107070490,남,53,J00106,고등학교,서울,송파구,서울,,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,44:30.0,44:34.0
H318202107070489,여,64,J00104,중학교,서울,금천구,서울,구로구,561100,청소원,2,0,2년0월,J03402,승인,,,,,,43:47.0,09:50.0
H311202107070488,여,62,J00106,고등학교,서울,노원구,서울,,550103,시설 요양보호사(노인요양사),,,신입,J03402,승인,,,,,,43:39.0,43:44.0
H125202107070487,여,73,J00102,초등학교,서울,도봉구,서울,,550105,복지시설 보조원,,,신입,J03402,승인,창3동,기독교,오전,복지카드,오후,42:01.0,42:05.0
H318202107070465,남,61,J00104,중학교,서울,금천구,서울,관악구,542002,건물 경비원(청사학교병원상가빌딩공장 등),,,신입,J03402,승인,,,,,,40:05.0,40:09.0
H312202107070450,여,66,J00104,중학교,서울,은평구,서울,,550104,재가 요양보호사,0,3,0년3월,J03404,알선,,,,,,39:36.0,39:37.0
H317202107070449,남,56,J00106,고등학교,서울,구로구,서울,금천구,542001,아파트?빌라 경비원,,,신입,J03404,알선,,,,,,38:26.0,38:30.0
H308202107070448,여,68,J00104,중학교,서울,성북구,서울,,232903,장애인 생활지도원(장애인활동보조원 포함),,,신입,J03404,알선,,,,,,37:28.0,37:32.0
H308202107070447,여,68,J00100,관계없음,서울,성북구,,,890003,화학?환경?에너지 분야 단순 종사원,,,신입,J03402,승인,,,,,,36:15.0,36:19.0
H305202107070446,남,67,J00106,고등학교,서울,광진구,서울,,622902,승합차 운전원,2,0,2년0월,J03402,승인,,,,,,30:55.0,31:00.0
H001202107070445,여,30,J00110,대학_대학교,경기,,서울,송파구,25500,공공행정 사무원,,,신입,J03402,승인,,,,,,30:15.0,00:32.0
H308202107070426,여,63,J00104,중학교,서울,성북구,서울,,550102,재가 간병인,1,0,1년0월,J03404,알선,,,,,,25:48.0,25:51.0
H316202107070425,여,76,J00102,초등학교,서울,강서구,서울,,550104,재가 요양보호사,11,0,11년0월,J03404,알선,,,,,,24:36.0,24:40.0
H325202107070424,남,62,J00104,중학교,서울,강동구,경기,하남시,622902,승합차 운전원,20,0,20년0월,J03402,승인,,,,,,23:48.0,23:52.0
H320202107070423,여,67,J00102,초등학교,서울,동작구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),10,0,10년0월,J03404,알선,,,,,,23:23.0,23:27.0
H308202107070422,여,51,J00100,관계없음,서울,성북구,서울,강북구,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,22:54.0,22:57.0
H315202107070421,여,66,J00106,고등학교,서울,양천구,서울,강서구,550103,시설 요양보호사(노인요양사),,,신입,J03402,승인,,,,,,22:13.0,22:16.0
H306202107070420,남,62,J00104,중학교,서울,동대문구,서울,,561201,환경 미화원,,,신입,J03402,승인,,,,,,22:09.0,22:14.0
H323202107070415,여,77,J00104,중학교,서울,,,,550104,재가 요양보호사,3,0,3년0월,J03404,알선,,,,,,20:09.0,20:12.0
H001202107070398,여,59,J00108,전문대학,서울,강동구,경기,하남시,232100,보육 교사,20,0,20년0월,J03402,승인,믿음과 사랑으로 실천하는 교사,아이들의 마음을 읽는 교사,아이들과 함께하는 교사,,,17:36.0,30:58.0
H001202107070397,남,28,J00108,전문대학,경기,구리시,서울,,811104,전자제품 제조기계 설치?정비원,,,신입,J03402,승인,,,,,,17:11.0,27:32.0
H325202107070396,여,64,J00104,중학교,서울,강동구,,,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,15:22.0,15:25.0
H308202107070395,여,66,J00104,중학교,서울,성북구,,,890003,화학?환경?에너지 분야 단순 종사원,,,신입,J03402,승인,,,,,,13:24.0,13:27.0
H320202107070394,남,65,J00110,대학_대학교,서울,동작구,서울,,624100,택배원,,,신입,J03402,승인,,,,,,11:27.0,11:31.0
H307202107070393,남,63,J00104,중학교,서울,중랑구,서울,,561300,배관 세정원 및 방역원,0,6,0년6월,J03402,승인,,,,,,10:20.0,10:25.0
H308202107070363,여,69,J00102,초등학교,,,,,531201,한식 조리사(일반 음식점),32,0,32년0월,J03402,승인,,,,,,07:06.0,07:09.0
H304202107070362,남,66,J00104,중학교,서울,성동구,서울,,561100,청소원,,,신입,J03402,승인,,,,,,06:18.0,06:21.0
H308202107070361,여,72,J00102,초등학교,서울,성북구,서울,종로구,890003,화학?환경?에너지 분야 단순 종사원,3,0,3년0월,J03402,승인,,,,,,05:55.0,05:59.0
H307202107070360,여,63,J00102,초등학교,서울,중랑구,서울,,542004,기타 건물 관리원(공원 종교시설 등),,,신입,J03402,승인,,,,,,05:23.0,05:27.0
H323202107070359,남,36,J00108,전문대학,서울,강남구,서울,금천구,415400,시각 디자이너,,,신입,J03402,승인,,,,,,04:09.0,04:12.0
H307202107070358,남,59,J00106,고등학교,서울,,,,622902,승합차 운전원,30,0,30년0월,J03402,승인,,,,,,03:48.0,03:52.0
H001202107070357,남,53,J00112,석사과정,서울,성북구,서울,종로구,901500,조경원,10,0,10년0월,J03402,승인,서울식물원,조경기능사,,,,03:17.0,18:01.0
H317202107070356,여,64,J00106,고등학교,서울,구로구,서울,영등포구,550104,재가 요양보호사,1,0,1년0월,J03404,알선,,,,,,00:21.0,00:26.0
H321202107070334,여,66,J00106,고등학교,서울,관악구,,,550104,재가 요양보호사,3,0,3년0월,J03402,승인,,,,,,58:47.0,58:50.0
H308202107070333,여,54,J00106,고등학교,서울,성북구,,,550104,재가 요양보호사,0,1,0년1월,J03404,알선,,,,,,54:26.0,54:29.0
H307202107070332,여,63,J00104,중학교,서울,중랑구,서울,,905002,임업 단순 종사원(산림보호감시 산불감시원 등),,,신입,J03402,승인,,,,,,51:26.0,51:29.0
H307202107070331,남,69,J00102,초등학교,서울,중랑구,서울,,16100,건설?채굴 관리자(부서장),12,0,12년0월,J03402,승인,조경,,,,,51:07.0,51:10.0
H317202107070330,여,62,J00104,중학교,서울,구로구,서울,,550104,재가 요양보호사,2,0,2년0월,J03404,알선,중국,,,,,50:10.0,50:13.0
H307202107070310,남,30,J00104,중학교,서울,중랑구,서울,노원구,532900,기타 음식서비스 종사원(병원 배식원),1,0,1년0월,J03402,승인,,,,,,43:45.0,43:46.0
H317202107070289,남,67,J00104,중학교,서울,영등포구,서울,구로구,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,39:23.0,39:27.0
H318202107070288,남,48,J00110,대학_대학교,서울,금천구,,,622301,경?소형 화물차 운전원,,,신입,J03402,승인,,,,,,39:20.0,39:24.0
H311202107070287,남,73,J00106,고등학교,서울,노원구,서울,,542001,아파트?빌라 경비원,2,6,2년6월,J03402,승인,아파트경비원,건물경비원,상가,,,39:15.0,39:19.0
H310202107070286,여,56,J00106,고등학교,서울,도봉구,서울,노원구,550104,재가 요양보호사,0,9,0년9월,J03402,승인,,,,,,36:53.0,36:53.0
H001202107070285,남,51,J00106,고등학교,서울,서대문구,,,550103,시설 요양보호사(노인요양사),1,0,1년0월,J03404,알선,요양보호사,입주,,,,35:48.0,26:27.0
H316202107070284,여,64,J00106,고등학교,서울,강서구,서울,,531203,유치원?어린이집 급식 조리사,1,6,1년6월,J03404,알선,,,,,,34:06.0,34:10.0
H307202107070283,남,61,J00104,중학교,서울,중랑구,서울,동대문구,562300,주차 관리?안내원,,,신입,J03402,승인,,,,,,31:03.0,31:07.0
H316202107070281,여,51,J00106,고등학교,서울,강서구,서울,양천구,532301,주방 보조원(일반 음식점),1,0,1년0월,J03404,알선,,,,,,30:03.0,30:07.0
H321202107070267,여,63,J00108,전문대학,서울,관악구,서울,동작구,550104,재가 요양보호사,5,0,5년0월,J03404,알선,낙성대,서울대입구,봉천,현대시장,사당,27:47.0,27:51.0
H323202107070266,여,58,J00106,고등학교,서울,강남구,,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),3,8,3년8월,J03402,승인,,,,,,24:51.0,24:55.0
H323202107070265,여,54,J00104,중학교,서울,,,,532202,일반 음식점 서빙원,8,0,8년0월,J03402,승인,,,,,,22:06.0,22:10.0
H316202107070264,남,72,J00104,중학교,서울,강서구,서울,,905002,임업 단순 종사원(산림보호감시 산불감시원 등),,,신입,J03402,승인,,,,,,21:25.0,21:28.0
H319202107070263,여,42,J00110,대학_대학교,서울,영등포구,서울,,532302,단체 급식 보조원,3,0,3년0월,J03402,승인,,,,,,20:47.0,20:53.0
H307202107070262,여,60,J00104,중학교,서울,중랑구,서울,,550104,재가 요양보호사,5,0,5년0월,J03405,알선대기,,,,,,20:05.0,20:08.0
H315202107070251,남,68,J00106,고등학교,서울,구로구,서울,양천구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03404,알선,,,,,,16:59.0,17:02.0
H118202107070250,여,65,J00104,중학교,서울,관악구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),3,0,3년0월,J03404,알선,,,,,,10:28.0,10:31.0
H302202107070249,남,66,J00106,고등학교,서울,용산구,서울,,561100,청소원,7,0,7년0월,J03404,알선,외곽,청소,미화,지게차,,09:57.0,10:00.0
H001202107070230,남,31,J00110,대학_대학교,서울,,경기,,135001,정보보호 전문가,2,6,2년6월,J03402,승인,,,,,,32:46.0,18:50.0
H001202107070022,남,38,J00106,고등학교,서울,,경기,,624103,배송?납품 운전원(납품영업 포함),1,0,1년0월,J03404,알선,야간,당직,,,,48:32.0,03:39.0
H001202107062319,여,52,J00106,고등학교,서울,,,,532302,단체 급식 보조원,1,0,1년0월,J03404,알선,,,,,,32:28.0,56:27.0
H001202107062311,여,50,J00108,전문대학,서울,강남구,서울,서초구,232100,보육 교사,3,6,3년6월,J03404,알선,,,,,,23:32.0,36:49.0
H001202107062309,여,46,J00108,전문대학,서울,,경기,파주시,27200,경리 사무원,2,3,2년3월,J03402,승인,,,,,,16:17.0,56:22.0
H001202107062298,남,64,J00112,석사과정,서울,강남구,서울,송파구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),1,0,1년0월,J03402,승인,,,,,,57:20.0,37:03.0
H001202107062294,여,39,J00108,전문대학,서울,서초구,서울,강남구,232100,보육 교사,17,0,17년0월,J03402,승인,보육교사,보조교사,,,,44:56.0,29:56.0
H001202107062289,남,26,J00110,대학_대학교,서울,서대문구,서울,광진구,122101,생명과학 연구원,,,신입,J03402,승인,,,,,,31:30.0,20:36.0
H001202107062279,여,50,J00108,전문대학,서울,서대문구,서울,마포구,26301,총무 및 일반 사무원,15,0,15년0월,J03402,승인,,,,,,12:44.0,40:51.0
H001202107062265,여,47,J00108,전문대학,서울,,,,415503,그래픽아트 기술자,10,0,10년0월,J03402,승인,포토샵,3d,쇼핑몰,디자인,,52:46.0,37:24.0
H001202107062256,남,18,J00106,고등학교,서울,성북구,서울,,26101,경영 기획 사무원,,,신입,J03402,승인,,,,,,47:52.0,50:51.0
H318202107062251,여,50,J00108,전문대학,서울,금천구,서울,전체,550104,재가 요양보호사,0,0,신입,J03402,승인,,,,,,35:08.0,20:03.0
H001202107062178,남,31,J00110,대학_대학교,서울,동작구,서울,서초구,413201,사서,,,신입,J03402,승인,,,,,,53:39.0,57:24.0
H001202107062167,남,45,J00110,대학_대학교,서울,강서구,서울,,231101,사회복지사(사회복지시설),,,신입,J03404,알선,사회복지사,책임감 있는 직원,취업이 간절한,,,39:40.0,23:01.0
H001202107062166,여,37,J00108,전문대학,서울,,,,231400,직업상담사,5,0,5년0월,J03402,승인,직업상담사,사회복지사,,,,32:40.0,38:13.0
H001202107062146,남,44,J00108,전문대학,서울,,경기,,622900,기타 자동차 운전원,5,0,5년0월,J03402,승인,,,,,,08:54.0,49:59.0
H001202107062137,여,26,J00110,대학_대학교,,,,,231500,시민단체 활동가,,,신입,J03402,승인,,,,,,56:28.0,38:42.0
H001202107062121,여,27,J00112,석사과정,서울,양천구,서울,강서구,233900,기타 종교 종사자,,,신입,J03402,승인,,,,,,37:37.0,16:55.0
H325202107062120,여,47,J00106,고등학교,서울,송파구,서울,강동구,890000,제조 단순 종사원,,,신입,J03402,승인,,,,,,36:42.0,36:45.0
H001202107062114,여,24,J00110,대학_대학교,서울,서초구,서울,,214109,한국어 강사(다문화 언어지도사 포함),,,신입,J03402,승인,,,,,,29:08.0,47:36.0
H320202107062107,남,66,J00106,고등학교,서울,동작구,서울,,624103,배송?납품 운전원(납품영업 포함),,,신입,J03404,알선,,,,,,09:58.0,40:32.0
H001202107062098,남,67,J00110,대학_대학교,서울,양천구,서울,영등포구,550100,요양 보호사 및 간병인,,,신입,J03402,승인,요양보호사,사회복지사,공공기관,행정사,운전,07:14.0,25:34.0
H306202107062085,여,51,J00106,고등학교,서울,성북구,서울,강북구,550200,육아 도우미(베이비시터),,,신입,J03402,승인,,,,,,57:25.0,57:29.0
H325202107062084,남,66,J00106,고등학교,서울,강동구,서울,송파구,542000,경비원(건물 관리원),5,0,5년0월,J03402,승인,,,,,,51:27.0,51:31.0
H316202107062056,여,66,J00106,고등학교,서울,강서구,서울,,550104,재가 요양보호사,0,6,0년6월,J03402,승인,,,,,,48:14.0,48:19.0
H311202107062055,여,61,J00110,대학_대학교,서울,노원구,서울,서초구,215300,교사보조 및 보육보조 서비스 종사원,,,신입,J03402,승인,,,,,,43:47.0,43:48.0
H307202107062054,여,56,J00106,고등학교,서울,중랑구,서울,강남구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),3,5,3년5월,J03404,알선,,,,,,41:18.0,41:22.0
H323202107062053,남,71,J00110,대학_대학교,서울,,,,550100,요양 보호사 및 간병인,5,0,5년0월,J03404,알선,요양보호사,,,,,40:29.0,40:32.0
H311202107062030,여,26,J00106,고등학교,서울,노원구,서울,,27208,단순 경리 사무원,3,7,3년7월,J03402,승인,,,,,,37:32.0,37:36.0
H311202107062029,여,59,J00102,초등학교,서울,노원구,서울,,29501,전산자료 입력원(DB?단순자료),,,신입,J03402,승인,,,,,,36:11.0,36:15.0
H311202107062028,남,67,J00106,고등학교,서울,노원구,서울,,561100,청소원,,,신입,J03402,승인,,,,,,32:56.0,33:01.0
H324202107062027,여,61,J00110,대학_대학교,서울,송파구,서울,강동구,562900,기타 서비스 단순 종사원,,,신입,J03402,승인,,,,,,32:50.0,32:56.0
H313202107062011,남,54,J00112,석사과정,서울,서대문구,서울,,611000,부동산 컨설턴트 및 중개인,10,0,10년0월,J03402,승인,,,,,,29:52.0,29:57.0
H311202107062002,여,53,J00106,고등학교,서울,노원구,서울,,231102,사회복지사(공공행정),,,신입,J03402,승인,,,,,,28:53.0,28:57.0
H311202107062001,여,79,J00102,초등학교,서울,노원구,서울,,890007,인쇄 목재 가구 및 기타 제조 분야 단순 종사원,,,신입,J03402,승인,,,,,,27:10.0,27:14.0
H321202107062000,남,41,J00106,고등학교,서울,관악구,서울,,562300,주차 관리?안내원,0,6,0년6월,J03402,승인,,,,,,22:43.0,22:46.0
H313202107061979,남,61,J00110,대학_대학교,서울,서대문구,서울,,702901,건물 보수원 및 영선원(아파트 기계?전기 시설관리 제외),,,신입,J03402,승인,,,,,,19:30.0,19:34.0
H118202107061978,여,62,J00106,고등학교,서울,관악구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),5,0,5년0월,J03402,승인,,,,,,17:22.0,17:26.0
H001202107061976,여,27,J00108,전문대학,서울,,,,413201,사서,7,0,7년0월,J03402,승인,,,,,,15:33.0,52:19.0
H315202107061975,남,52,J00104,중학교,서울,영등포구,,,831200,내선 전기공,5,0,5년0월,J03402,승인,,,,,,15:12.0,15:18.0
H310202107061974,여,64,J00104,중학교,서울,도봉구,서울,,550104,재가 요양보호사,,,신입,J03404,알선,지체장애5급,복지카드,,,,14:51.0,14:55.0
H316202107061950,여,71,J00110,대학_대학교,서울,강서구,서울,,550104,재가 요양보호사,,,신입,J03402,승인,화곡1동,여자만,오전,화곡,,04:33.0,04:36.0
H311202107061949,남,63,J00104,중학교,서울,노원구,서울,,890007,인쇄 목재 가구 및 기타 제조 분야 단순 종사원,,,신입,J03402,승인,,,,,,04:11.0,04:15.0
H309202107061948,여,60,J00104,중학교,서울,강북구,서울,,550100,요양 보호사 및 간병인,2,0,2년0월,J03402,승인,,,,,,03:45.0,03:48.0
H311202107061947,여,61,J00106,고등학교,서울,노원구,서울,,561100,청소원,,,신입,J03402,승인,,,,,,02:57.0,03:01.0
H311202107061918,남,77,J00104,중학교,서울,노원구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,상계5동,빌딩경비원,,,,59:33.0,59:36.0
H311202107061917,남,69,J00106,고등학교,서울,노원구,서울,,814002,건물용 냉난방 설비 조작원,20,0,20년0월,J03402,승인,,,,,,58:24.0,58:28.0
H311202107061916,여,45,J00106,고등학교,서울,노원구,서울,,29501,전산자료 입력원(DB?단순자료),,,신입,J03402,승인,,,,,,56:49.0,56:53.0
H319202107061915,여,61,J00106,고등학교,서울,영등포구,서울,동작구,550104,재가 요양보호사,0,5,0년5월,J03404,알선,,,,,,55:55.0,55:59.0
H306202107061914,여,59,J00106,고등학교,서울,동대문구,서울,,615102,대형마트 판매원,,,신입,J03404,알선,생산,,,,,55:02.0,55:06.0
H112202107061913,여,76,J00104,중학교,서울,중구,서울,,14302,환경?청소 관리자,,,신입,J03402,승인,,,,,,53:48.0,53:51.0
H312202107061912,여,71,J00104,중학교,서울,은평구,,,550104,재가 요양보호사,1,0,1년0월,J03404,알선,,,,,,51:52.0,51:55.0
H325202107061911,여,66,J00104,중학교,서울,강동구,서울,,550104,재가 요양보호사,,,신입,J03402,승인,,,,,,51:45.0,51:48.0
H311202107061902,여,49,J00106,고등학교,서울,노원구,,,307500,간호조무사,2,0,2년0월,J03402,승인,,,,,,50:06.0,50:10.0
H314202107061896,여,64,J00104,중학교,서울,서대문구,서울,마포구,532301,주방 보조원(일반 음식점),11,0,11년0월,J03402,승인,,,,,,50:01.0,50:06.0
H001202107061882,남,25,J00106,고등학교,서울,동대문구,서울,성동구,612100,기술 영업원,,,신입,J03402,승인,기술영업,영업,자동차,중고차,기계,49:37.0,03:10.0
H311202107061880,남,80,J00102,초등학교,서울,노원구,서울,도봉구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),3,0,3년0월,J03402,승인,상계동,,,,,48:17.0,48:20.0
H001202107061879,여,50,J00108,전문대학,서울,,경기,의정부시,231100,사회복지사,,,신입,J03402,승인,,,,,,47:48.0,47:16.0
H307202107061878,여,63,J00104,중학교,서울,중랑구,서울,전체,550104,재가 요양보호사,0,3,0년3월,J03404,알선,,,,,,47:28.0,49:52.0
H311202107061877,남,73,J00102,초등학교,서울,노원구,서울,,561100,청소원,,,신입,J03402,승인,,,,,,46:46.0,46:50.0
H311202107061876,남,62,J00106,고등학교,서울,노원구,,,561100,청소원,,,신입,J03402,승인,상계5동,공공,,,,44:02.0,44:05.0
H316202107061875,남,18,J00106,고등학교,서울,강서구,서울,,834000,전기?전자 설비 조작원,,,신입,J03404,알선,,,,,,43:14.0,43:19.0
H320202107061874,여,75,J00104,중학교,서울,동작구,서울,,905002,임업 단순 종사원(산림보호감시 산불감시원 등),1,6,1년6월,J03402,승인,,,,,,42:28.0,42:31.0
H311202107061873,여,62,J00110,대학_대학교,,,,,231100,사회복지사,,,신입,J03404,알선,,,,,,41:22.0,41:26.0
H311202107061872,여,63,J00106,고등학교,서울,노원구,서울,,550103,시설 요양보호사(노인요양사),,,신입,J03402,승인,,,,,,41:21.0,41:25.0
H316202107061830,남,17,J00106,고등학교,서울,강서구,서울,,834000,전기?전자 설비 조작원,,,신입,J03404,알선,,,,,,38:42.0,38:47.0
H325202107061829,여,68,J00106,고등학교,서울,강동구,서울,,550100,요양 보호사 및 간병인,,,신입,J03402,승인,,,,,,37:15.0,37:16.0
H311202107061828,여,78,J00102,초등학교,서울,노원구,서울,,561100,청소원,,,신입,J03402,승인,,,,,,36:37.0,36:41.0
H113202107061827,남,71,J00104,중학교,서울,동작구,서울,영등포구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),3,0,3년0월,J03404,알선,,,,,,36:29.0,36:34.0
H316202107061826,남,17,J00106,고등학교,서울,강서구,서울,,834000,전기?전자 설비 조작원,,,신입,J03404,알선,,,,,,33:23.0,33:28.0
H315202107061825,남,60,J00108,전문대학,서울,양천구,서울,강서구,26104,분양?임대 사무원,,,신입,J03402,승인,,,,,,32:11.0,32:15.0
H311202107061824,여,58,J00106,고등학교,서울,노원구,서울,,615102,대형마트 판매원,,,신입,J03402,승인,상계5,,,,,32:00.0,32:03.0
H305202107061823,여,64,J00104,중학교,서울,강동구,서울,,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,31:17.0,31:22.0
H320202107061813,여,64,J00102,초등학교,서울,동작구,서울,,550104,재가 요양보호사,10,0,10년0월,J03402,승인,,,,,,30:10.0,30:14.0
H111202107061788,여,61,J00104,중학교,서울,동대문구,서울,,561302,방역원(해충퇴치원 포함),,,신입,J03402,승인,,,,,,29:32.0,29:36.0
H309202107061787,여,61,J00104,중학교,서울,강북구,서울,,550100,요양 보호사 및 간병인,1,0,1년0월,J03404,알선,,,,,,28:14.0,28:17.0
H307202107061786,남,57,J00102,초등학교,서울,중랑구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,26:52.0,26:56.0
H316202107061785,남,28,J00106,고등학교,서울,강서구,경기,,824100,용접원,0,2,0년2월,J03402,승인,,,,,,26:06.0,26:10.0
H316202107061784,여,76,J00102,초등학교,서울,강서구,서울,,561201,환경 미화원,,,신입,J03402,승인,,,,,,23:13.0,23:17.0
H310202107061783,여,63,J00106,고등학교,서울,도봉구,서울,,550104,재가 요양보호사,0,6,0년6월,J03404,알선,운전2종보통,,,,,22:15.0,22:19.0
H310202107061749,여,58,J00106,고등학교,서울,도봉구,,,615100,상점 판매원,0,5,0년5월,J03404,알선,,,,,,19:42.0,19:47.0
H318202107061748,남,60,J00106,고등학교,서울,,,,542002,건물 경비원(청사학교병원상가빌딩공장 등),,,신입,J03402,승인,,,,,,17:42.0,17:47.0
H309202107061746,여,79,J00101,무학력,서울,강북구,서울,도봉구,532300,주방 보조원,,,신입,J03402,승인,,,,,,17:17.0,17:22.0
H313202107061747,남,49,J00106,고등학교,서울,서대문구,서울,,622200,버스 운전원,1,0,1년0월,J03402,승인,,,,,,17:17.0,17:21.0
H118202107061745,여,78,J00102,초등학교,서울,동작구,서울,,561201,환경 미화원,2,0,2년0월,J03402,승인,,,,,,15:51.0,15:54.0
H323202107061744,남,71,J00106,고등학교,서울,강남구,서울,,542002,건물 경비원(청사학교병원상가빌딩공장 등),,,신입,J03402,승인,,,,,,12:23.0,12:26.0
H315202107061743,여,47,J00100,관계없음,서울,양천구,서울,,25500,공공행정 사무원,,,신입,J03402,승인,,,,,,12:06.0,12:11.0
H321202107061742,여,62,J00102,초등학교,서울,관악구,서울,,550104,재가 요양보호사,7,0,7년0월,J03402,승인,,,,,,11:11.0,11:11.0
H324202107061730,남,67,J00106,고등학교,서울,송파구,서울,강남구,542002,건물 경비원(청사학교병원상가빌딩공장 등),9,5,9년5월,J03402,승인,,,,,,10:06.0,10:10.0
H118202107061710,남,74,J00110,대학_대학교,서울,강남구,서울,,542002,건물 경비원(청사학교병원상가빌딩공장 등),,,신입,J03402,승인,,,,,,07:45.0,07:49.0
H318202107061709,여,72,J00104,중학교,서울,금천구,지역무관,지역무관,550104,재가 요양보호사,7,0,7년0월,J03404,알선,,,,,,07:11.0,20:07.0
H121202107061708,여,70,J00102,초등학교,서울,중랑구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03404,알선,,,,,,05:19.0,05:23.0
H307202107061707,여,66,J00106,고등학교,서울,중랑구,,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),18,0,18년0월,J03404,알선,,,,,,03:41.0,03:44.0
H318202107061705,여,59,J00104,중학교,서울,금천구,,,532302,단체 급식 보조원,20,0,20년0월,J03404,알선,,,,,,01:23.0,01:27.0
H001202107061705,여,25,J00110,대학_대학교,서울,,경기,고양시,411209,수화 및 의료 통역가,,,신입,J03402,승인,,,,,,01:23.0,06:01.0
H311202107061704,여,52,J00106,고등학교,서울,노원구,서울,,615100,상점 판매원,2,0,2년0월,J03402,승인,,,,,,01:15.0,01:18.0
H321202107061703,남,65,J00106,고등학교,서울,,,,622200,버스 운전원,6,0,6년0월,J03402,승인,,,,,,00:32.0,00:36.0
H318202107061669,여,67,J00110,대학_대학교,서울,금천구,경기,안양시,550104,재가 요양보호사,5,0,5년0월,J03404,알선,,,,,,59:42.0,59:45.0
H308202107061668,여,51,J00100,관계없음,서울,성북구,서울,,890003,화학?환경?에너지 분야 단순 종사원,,,신입,J03402,승인,,,,,,59:36.0,59:39.0
H311202107061667,여,83,J00102,초등학교,서울,노원구,서울,,561100,청소원,,,신입,J03402,승인,,,,,,57:52.0,57:56.0
H307202107061666,여,59,J00104,중학교,서울,노원구,서울,중랑구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),4,6,4년6월,J03404,알선,,,,,,56:44.0,56:48.0
H317202107061665,여,65,J00104,중학교,서울,구로구,서울,금천구,550104,재가 요양보호사,10,0,10년0월,J03404,알선,,,,,,56:18.0,56:23.0
H311202107061664,남,72,J00106,고등학교,서울,노원구,서울,,542001,아파트?빌라 경비원,2,2,2년2월,J03402,승인,상계5,k,,,,54:32.0,54:37.0
H316202107061663,남,75,J00106,고등학교,서울,강서구,서울,,542002,건물 경비원(청사학교병원상가빌딩공장 등),12,0,12년0월,J03402,승인,,,,,,54:24.0,54:25.0
H303202107061662,여,54,J00106,고등학교,서울,용산구,서울,,550103,시설 요양보호사(노인요양사),,,신입,J03404,알선,,,,,,50:22.0,50:26.0
H314202107061629,여,68,J00104,중학교,서울,마포구,서울,서대문구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,49:50.0,49:54.0
H308202107061628,남,75,J00100,관계없음,서울,성북구,서울,,890003,화학?환경?에너지 분야 단순 종사원,,,신입,J03402,승인,,,,,,49:37.0,49:40.0
H311202107061627,여,66,J00104,중학교,서울,노원구,서울,,615100,상점 판매원,1,0,1년0월,J03402,승인,,,,,,48:59.0,49:00.0
H317202107061626,여,63,J00102,초등학교,서울,구로구,서울,영등포구,531203,유치원?어린이집 급식 조리사,9,0,9년0월,J03402,승인,,,,,,48:47.0,48:52.0
