구직신청번호,성별,나이,학력공통코드,학력공통코드명,희망근무지역(시도)_1,희망근무지역명(시군구)_1,희망근무지역명(시도)_2,희망근무지역명(시군구)_2,희망직종공통코드,희망직종공통코드명,희망직종경력년수,희망직종경력개월수,희망직종경력년_월수,구직인증상태공통구분,구직인증상태공통구분명,검색키워드1,검색키워드2,검색키워드3,검색키워드4,검색키워드5,등록일시,수정일시
H317202107052057,여,62,J00106,고등학교,서울,구로구,,,561100,청소원,10,0,10년0월,J03404,알선,,,,,,45:44.0,45:47.0
H111202107052056,여,71,J00100,관계없음,서울,중랑구,서울,동대문구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),10,0,10년0월,J03404,알선,,,,,,45:16.0,45:20.0
H318202107052055,남,68,J00101,무학력,서울,금천구,서울,,561100,청소원,8,0,8년0월,J03404,알선,,,,,,43:15.0,43:18.0
H323202107052021,남,47,J00110,대학_대학교,서울,강남구,서울,광진구,26100,기획?마케팅 사무원,18,10,18년10월,J03402,승인,,,,,,40:11.0,40:16.0
H322202107051994,여,58,J00106,고등학교,서울,서초구,서울,강남구,550103,시설 요양보호사(노인요양사),,,신입,J03402,승인,,,,,,39:27.0,39:30.0
H317202107051993,여,54,J00106,고등학교,서울,영등포구,서울,구로구,550104,재가 요양보호사,8,0,8년0월,J03404,알선,,,,,,39:12.0,39:17.0
H310202107051992,여,58,J00106,고등학교,서울,도봉구,서울,강북구,550104,재가 요양보호사,3,0,3년0월,J03404,알선,,,,,,39:05.0,39:09.0
H001202107051991,여,50,J00108,전문대학,서울,강북구,서울,도봉구,15100,영업?판매 관리자,0,0,신입,J03402,승인,,,,,,38:58.0,19:51.0
H322202107051990,여,56,J00106,고등학교,서울,서초구,서울,강남구,532200,홀서빙원,15,0,15년0월,J03404,알선,,,,,,38:28.0,38:32.0
H318202107051989,여,66,J00104,중학교,서울,금천구,,,550104,재가 요양보호사,10,0,10년0월,J03404,알선,,,,,,38:10.0,38:13.0
H001202107051988,여,27,J00110,대학_대학교,서울,용산구,,,110100,인문과학 연구원,,,신입,J03402,승인,,,,,,37:33.0,15:18.0
H323202107051987,남,48,J00110,대학_대학교,서울,강남구,경기,성남시,624103,배송?납품 운전원(납품영업 포함),,,신입,J03402,승인,,,,,,34:45.0,34:49.0
H001202107051986,남,23,J00106,고등학교,서울,종로구,서울,중구,140100,건축가(건축설계 포함),,,신입,J03402,승인,,,,,,34:42.0,39:04.0
H304202107051985,여,67,J00106,고등학교,서울,성동구,서울,,550200,육아 도우미(베이비시터),18,0,18년0월,J03404,알선,,,,,,34:14.0,34:19.0
H307202107051984,남,66,J00102,초등학교,서울,중랑구,서울,,905002,임업 단순 종사원(산림보호감시 산불감시원 등),3,0,3년0월,J03402,승인,,,,,,33:34.0,33:38.0
H325202107051983,여,69,J00102,초등학교,서울,강동구,서울,,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,32:56.0,33:00.0
H318202107051982,여,67,J00104,중학교,서울,금천구,,,550104,재가 요양보호사,8,0,8년0월,J03404,알선,,,,,,32:33.0,32:37.0
H315202107051981,여,62,J00100,관계없음,서울,양천구,서울,,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,32:32.0,32:36.0
H318202107051980,남,29,J00108,전문대학,서울,금천구,서울,,622202,관광 및 통근?통학?학원 및 기타 버스 운전원,,,신입,J03402,승인,,,,,,32:30.0,32:34.0
H311202107051979,남,59,J00110,대학_대학교,서울,노원구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03404,알선,청소원,주차관리원,학교보안관,,,32:28.0,32:33.0
H314202107051926,남,69,J00102,초등학교,서울,마포구,서울,,561100,청소원,,,신입,J03404,알선,,,,,,29:20.0,29:24.0
H311202107051925,여,51,J00108,전문대학,서울,노원구,서울,중랑구,231100,사회복지사,,,신입,J03402,승인,,,,,,28:37.0,28:37.0
H307202107051924,남,61,J00106,고등학교,서울,중랑구,서울,,622301,경?소형 화물차 운전원,30,0,30년0월,J03402,승인,,,,,,28:24.0,28:28.0
H323202107051923,여,46,J00106,고등학교,서울,강남구,서울,서초구,12202,인사?노무?교육?총무?감사 부서장,3,0,3년0월,J03402,승인,,,,,,28:21.0,28:26.0
H315202107051922,여,27,J00100,관계없음,서울,강서구,서울,,26301,총무 및 일반 사무원,,,신입,J03402,승인,,,,,,27:01.0,27:06.0
H309202107051921,여,61,J00102,초등학교,서울,강북구,서울,,550100,요양 보호사 및 간병인,1,0,1년0월,J03402,승인,,,,,,26:03.0,26:08.0
H323202107051920,여,64,J00102,초등학교,서울,,,,561100,청소원,10,0,10년0월,J03404,알선,,,,,,24:29.0,24:33.0
H317202107051919,여,58,J00106,고등학교,서울,,경기,,550104,재가 요양보호사,2,0,2년0월,J03404,알선,,,,,,22:39.0,22:44.0
H126202107051918,남,70,J00110,대학_대학교,서울,강남구,경기,,542002,건물 경비원(청사학교병원상가빌딩공장 등),6,0,6년0월,J03402,승인,,,,,,22:09.0,22:14.0
H324202107051917,남,77,J00106,고등학교,서울,,,,542002,건물 경비원(청사학교병원상가빌딩공장 등),10,0,10년0월,J03404,알선,,,,,,21:04.0,21:07.0
H321202107051867,여,65,J00106,고등학교,서울,관악구,,,532301,주방 보조원(일반 음식점),,,신입,J03404,알선,,,,,,19:15.0,19:19.0
H317202107051866,여,61,J00106,고등학교,서울,구로구,,,550104,재가 요양보호사,5,0,5년0월,J03404,알선,,,,,,18:11.0,18:16.0
H116202107051865,남,61,J00106,고등학교,서울,성북구,,,542000,경비원(건물 관리원),,,신입,J03402,승인,,,,,,17:41.0,17:45.0
H320202107051864,남,70,J00100,관계없음,서울,동작구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03404,알선,,,,,,17:31.0,17:35.0
H307202107051862,여,43,J00104,중학교,서울,중랑구,서울,노원구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),1,2,1년2월,J03404,알선,,,,,,16:21.0,16:24.0
H318202107051861,여,57,J00102,초등학교,서울,금천구,,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),1,0,1년0월,J03402,승인,,,,,,14:27.0,14:30.0
H107202107051860,여,71,J00101,무학력,서울,노원구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,13:39.0,13:42.0
H319202107051859,여,59,J00110,대학_대학교,서울,,서울,영등포구,550104,재가 요양보호사,2,0,2년0월,J03404,알선,입주,,,,,12:47.0,12:50.0
H001202107051858,여,26,J00108,전문대학,서울,,서울,종로구,22201,인사?노무 전문가,2,2,2년2월,J03402,승인,,,,,,10:47.0,11:22.0
H321202107051848,여,59,J00104,중학교,서울,관악구,,,550104,재가 요양보호사,0,1,0년1월,J03402,승인,,,,,,10:22.0,10:26.0
H323202107051813,남,61,J00106,고등학교,서울,강남구,서울,,532200,홀서빙원,18,0,18년0월,J03402,승인,,,,,,08:59.0,09:03.0
H315202107051812,여,65,J00104,중학교,서울,양천구,서울,강서구,561100,청소원,1,0,1년0월,J03402,승인,,,,,,07:05.0,07:05.0
H312202107051811,여,61,J00106,고등학교,서울,은평구,서울,,550104,재가 요양보호사,8,0,8년0월,J03404,알선,,,,,,06:36.0,06:40.0
H001202107051810,여,61,J00104,중학교,서울,중랑구,서울,,531203,유치원?어린이집 급식 조리사,,,신입,J03402,승인,,,,,,06:11.0,19:38.0
